数据源	车型	品牌	汽车厂商	类型	媒体大类	媒体中类	媒体名称	折算系数	省份	城市	UD-显示屏	UD-视频/非视频	FCA_SUVSeg	FCA_Region	FCA_KeyCom	FCA_Tier	Remark	年份	月份	折算花费（万元）
CODC	讴歌CDX	讴歌	广汽讴歌	紧凑型SUV	户外	地铁	月台广告	1.5	湖南	长沙	户外屏	非视频	C SUV/CUV	JV	None	T3		2020	2	149.25
CODC	讴歌CDX	讴歌	广汽讴歌	紧凑型SUV	户外	机场	灯箱	1.5	山西	太原	户外屏	非视频	C SUV/CUV	JV	None	T3		2020	2	3.1995
CODC	宝马-品牌	宝马	宝马(进口)	品牌	户外	单一媒体	无照明广告牌	1.5	辽宁	大连	户外屏	非视频	None	None	None	T3		2020	2	3.402
CODC	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	户外	单一媒体	无照明广告牌	1.5	辽宁	大连	户外屏	非视频	C SUV/CUV	BUX	None	T3		2020	2	3.675
CODC	雷克萨斯NX	雷克萨斯	雷克萨斯	中型SUV	户外	单一媒体	射灯广告牌	1.5	辽宁	大连	户外屏	非视频	D SUV/CUV	BUX	None	T3		2020	2	5.4
CODC	雷克萨斯RX	雷克萨斯	雷克萨斯	中大型SUV	户外	单一媒体	无照明广告牌	1.5	广东	佛山	户外屏	非视频	D SUV/CUV	BUX	None	T3		2020	2	0.3
CODC	雷克萨斯RX	雷克萨斯	雷克萨斯	中大型SUV	户外	单一媒体	单立柱	1.5	黑龙江	哈尔滨	户外屏	非视频	D SUV/CUV	BUX	None	T2		2020	2	14.553
CODC	英菲尼迪Q50	英菲尼迪	英菲尼迪(进口)	中型车	户外	单一媒体	灯箱	1.5	重庆	重庆	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	3.78
CODC	林肯MKZ	林肯	林肯	中型车	户外	地铁	月台广告	1.5	黑龙江	哈尔滨	户外屏	非视频	D SEDAN	BUX	None	T2		2020	2	3.45
CODC	林肯MKZ	林肯	林肯	中型车	户外	机场	灯箱	1.5	山东	济南	户外屏	非视频	D SEDAN	BUX	None	T3		2020	2	12.99
CODC	奥迪A6L	奥迪	一汽-大众奥迪	中大型车	户外	机场	特殊位置灯箱	1.5	山东	济南	户外屏	非视频	E SEDAN	JV	None	T3		2020	2	11.25
CODC	奥迪Q5L	奥迪	一汽-大众奥迪	中型SUV	户外	机场	特殊位置灯箱	1.5	山东	济南	户外屏	非视频	D SUV/CUV	JV	None	T3		2020	2	11.25
CODC	林肯大陆	林肯	林肯	中大型车	户外	机场	灯箱	1.5	山东	济南	户外屏	非视频	F SEDAN	BUX	None	T3		2020	2	6.495
CODC	林肯MKC	林肯	林肯	中型SUV	户外	机场	灯箱	1.5	山东	济南	户外屏	非视频	D SUV/CUV	BUX	None	T3		2020	2	6.495
CODC	航海家	林肯	林肯	中大型SUV	户外	机场	灯箱	1.5	山东	济南	户外屏	非视频	None	None	None	T3		2020	2	6.495
CODC	捷豹XFL	捷豹	奇瑞捷豹路虎	中大型车	户外	单一媒体	灯箱	1.5	天津	天津	户外屏	非视频	E SEDAN	JV	None	T2		2020	2	1.98
CODC	捷豹F-PACE	捷豹	捷豹	中型SUV	户外	地铁	通道广告	1.5	天津	天津	户外屏	非视频	D SUV/CUV	BUX	None	T2		2020	2	12.87
CODC	捷豹E-PACE	捷豹	奇瑞捷豹路虎	跑车	户外	地铁	月台广告	1.5	天津	天津	户外屏	非视频	C SUV/CUV	JV	None	T2		2020	2	12.87
CODC	奥迪Q5	奥迪	一汽-大众奥迪	中型SUV	户外	网络媒体	地下通道广告	1.5	陕西	西安	户外屏	非视频	D SUV/CUV	JV	None	T2		2020	2	3.0
CODC	捷豹-品牌	捷豹	捷豹	品牌	户外	视频媒体	楼宇液晶	0.4	北京	北京	户外屏	视频	None	None	None	T1		2020	2	110.40008
CODC	Macan	保时捷	保时捷	中型SUV	户外	单一媒体	无照明广告牌	1.5	山东	济南	户外屏	非视频	D SUV/CUV	BUX	None	T3		2020	2	3.36
CODC	一汽-大众奥迪-品牌	奥迪	一汽-大众奥迪	品牌	户外	视频媒体	电子屏	0.4	上海	上海	户外屏	视频	None	None	None	T1		2020	2	38.04
CODC	一汽-大众奥迪-品牌	奥迪	一汽-大众奥迪	品牌	户外	视频媒体	电子屏	0.4	北京	北京	户外屏	视频	None	None	None	T1		2020	2	44.68
CODC	一汽-大众奥迪-品牌	奥迪	一汽-大众奥迪	品牌	户外	视频媒体	电子屏	0.4	广东	广州	户外屏	视频	None	None	None	T1		2020	2	22.519999999999996
CODC	一汽-大众奥迪-品牌	奥迪	一汽-大众奥迪	品牌	户外	视频媒体	电子屏	0.4	广东	深圳	户外屏	视频	None	None	None	T1		2020	2	18.759999999999998
CODC	一汽-大众奥迪-品牌	奥迪	一汽-大众奥迪	品牌	户外	视频媒体	电子屏	0.4	四川	成都	户外屏	视频	None	None	None	T2		2020	2	26.96
CODC	一汽-大众奥迪-品牌	奥迪	一汽-大众奥迪	品牌	户外	视频媒体	电子屏	0.4	山东	青岛	户外屏	视频	None	None	None	T3		2020	2	1.92
CODC	一汽-大众奥迪-品牌	奥迪	一汽-大众奥迪	品牌	户外	视频媒体	电子屏	0.4	天津	天津	户外屏	视频	None	None	None	T2		2020	2	5.64
CODC	迈巴赫S级	奔驰	梅赛德斯-迈巴赫	大型车	户外	单一媒体	三面翻	1.5	重庆	重庆	户外屏	非视频	F SEDAN	BUX	None	T2		2020	2	7.0875
CODC	凯迪拉克XT6(海外)	凯迪拉克	凯迪拉克(进口)	中大型SUV	户外	视频媒体	电子屏	0.4	浙江	杭州	户外屏	视频	None	None	None	T2		2020	2	4.4
CODC	保时捷-品牌	保时捷	保时捷	品牌	户外	视频媒体	电子屏	0.4	山东	青岛	户外屏	视频	None	None	None	T3		2020	2	2.7
CTR	雷克萨斯NX	雷克萨斯	雷克萨斯	中型SUV	平面	杂志	中国国家地理	0.5	全国	全国	平面	非视频	D SUV/CUV	BUX	None	T0		2020	2	37.9
CTR	雷克萨斯NX	雷克萨斯	雷克萨斯	中型SUV	电台	电台	辽宁人民广播电台都市广播(FM92.1)	0.7	辽宁	沈阳	音频	非视频	D SUV/CUV	BUX	None	T2		2020	2	27.979
CTR	雷克萨斯NX	雷克萨斯	雷克萨斯	中型SUV	电台	电台	江苏经典流行音乐广播(FM97.5)	0.7	江苏	南京	音频	非视频	D SUV/CUV	BUX	None	T2		2020	2	18.0803
CTR	奥迪Q3	奥迪	一汽-大众奥迪	紧凑型SUV	电视	地方电视	呼和浩特电视台都市生活频道	0.4	内蒙古	呼和浩特	电视屏	视频	C SUV/CUV	JV	None	T3		2020	2	0.092
CTR	冒险家	林肯	林肯	紧凑型SUV	电台	电台	济南人民广播电台音乐频率(FM88.7)	0.7	山东	济南	音频	非视频	D SUV/CUV	JV	None	T3		2020	2	30.701439999999998
CTR	沃尔沃-品牌	沃尔沃	沃尔沃亚太	品牌	电视	地方电视	呼和浩特电视台都市生活频道	0.4	内蒙古	呼和浩特	电视屏	视频	None	None	None	T3		2020	2	0.092
CTR	沃尔沃-品牌	沃尔沃	沃尔沃亚太	品牌	电视	卫视	深圳卫视	0.7	广东	深圳	电视屏	视频	None	None	None	T1		2020	2	42.84
CTR	沃尔沃-品牌	沃尔沃	沃尔沃亚太	品牌	电台	电台	北京人民广播电台交通广播(FM103.9)	0.7	北京	北京	音频	非视频	None	None	None	T1		2020	2	5.5608
CTR	沃尔沃-品牌	沃尔沃	沃尔沃亚太	品牌	电台	电台	杭州人民广播电台交通经济广播(FM91.8)	0.7	浙江	杭州	音频	非视频	None	None	None	T2		2020	2	1.16025
CTR	发现	路虎	路虎(进口)	中大型SUV	平面	杂志	中国国家地理	0.5	全国	全国	平面	非视频	E SUV/CUV	BUX	Key	T0		2020	2	33.0
CTR	发现	路虎	路虎(进口)	中大型SUV	电视	地方电视	呼和浩特电视台都市生活频道	0.4	内蒙古	呼和浩特	电视屏	视频	E SUV/CUV	BUX	Key	T3		2020	2	0.216
CTR	奔驰E级	奔驰	北京奔驰	中大型车	电视	地方电视	呼和浩特电视台都市生活频道	0.4	内蒙古	呼和浩特	电视屏	视频	E SEDAN	JV	None	T3		2020	2	0.072
CTR	宝马3系	宝马	华晨宝马	中型车	电视	地方电视	南通电视台都市生活频道	0.4	江苏	南通	电视屏	视频	D SEDAN	JV	None	T3		2020	2	0.3832
CTR	宝马3系	宝马	华晨宝马	中型车	电视	地方电视	南通电视台新闻综合频道	0.4	江苏	南通	电视屏	视频	D SEDAN	JV	None	T3		2020	2	0.292
CTR	宝马3系	宝马	华晨宝马	中型车	电台	电台	长春人民广播电台交通之声(FM96.8)	0.7	吉林	长春	音频	非视频	D SEDAN	JV	None	T3		2020	2	4.4800699999999996
CTR	沃尔沃XC90	沃尔沃	沃尔沃(进口)	中大型SUV	电视	地方电视	上海电视台第一财经频道	0.4	上海	上海	电视屏	视频	E SUV/CUV	BUX	None	T1		2020	2	18.72
CTR	奥迪A4L	奥迪	一汽-大众奥迪	中型车	电视	地方电视	呼和浩特电视台都市生活频道	0.4	内蒙古	呼和浩特	电视屏	视频	None	None	None	T3		2020	2	0.072
CTR	奥迪A6	奥迪	一汽-大众奥迪	中大型车	电视	地方电视	太原1套(新闻频道)	0.4	山西	太原	电视屏	视频	None	None	None	T3		2020	2	1.122
CTR	奥迪A6	奥迪	一汽-大众奥迪	中大型车	电视	地方电视	太原2套(经济生活频道)	0.4	山西	太原	电视屏	视频	None	None	None	T3		2020	2	1.78288
CTR	奥迪A6	奥迪	一汽-大众奥迪	中大型车	电视	地方电视	太原3套(法制频道)	0.4	山西	太原	电视屏	视频	None	None	None	T3		2020	2	0.30632000000000004
CTR	奥迪A6	奥迪	一汽-大众奥迪	中大型车	电视	地方电视	太原4套(影视频道)	0.4	山西	太原	电视屏	视频	None	None	None	T3		2020	2	1.21448
CTR	奥迪A6	奥迪	一汽-大众奥迪	中大型车	电台	电台	昆明人民广播电台汽车广播(FM95.4)	0.7	云南	昆明	音频	非视频	None	None	None	T3		2020	2	27.685
CTR	宝马X1	宝马	华晨宝马	紧凑型SUV	电视	地方电视	南通电视台都市生活频道	0.4	江苏	南通	电视屏	视频	C SUV/CUV	JV	None	T3		2020	2	0.3832
CTR	宝马X1	宝马	华晨宝马	紧凑型SUV	电视	地方电视	南通电视台新闻综合频道	0.4	江苏	南通	电视屏	视频	C SUV/CUV	JV	None	T3		2020	2	0.292
CTR	英菲尼迪QX50	英菲尼迪	东风英菲尼迪	中型SUV	电视	地方电视	石家庄2套(娱乐频道)	0.4	河北	石家庄	电视屏	视频	D SUV/CUV	JV	None	T3		2020	2	0.432
CTR	英菲尼迪Q50	英菲尼迪	英菲尼迪(进口)	中型车	电视	地方电视	南通电视台都市生活频道	0.4	江苏	南通	电视屏	视频	D SEDAN	BUX	None	T3		2020	2	3.1282
CTR	英菲尼迪Q50	英菲尼迪	英菲尼迪(进口)	中型车	电视	地方电视	南通电视台新闻综合频道	0.4	江苏	南通	电视屏	视频	D SEDAN	BUX	None	T3		2020	2	2.336
CTR	奔驰GLE	奔驰	奔驰(进口)	中大型SUV	电视	地方电视	南通电视台都市生活频道	0.4	江苏	南通	电视屏	视频	E SUV/CUV	BUX	None	T3		2020	2	1.5328
CTR	奔驰GLE	奔驰	奔驰(进口)	中大型SUV	电视	地方电视	南通电视台新闻综合频道	0.4	江苏	南通	电视屏	视频	E SUV/CUV	BUX	None	T3		2020	2	0.584
CTR	沃尔沃S90	沃尔沃	沃尔沃亚太	中大型车	平面	杂志	经理人	0.5	全国	全国	平面	非视频	E SEDAN	JV	None	T0		2020	2	5.2
CTR	沃尔沃S90	沃尔沃	沃尔沃亚太	中大型车	电视	地方电视	南通电视台都市生活频道	0.4	江苏	南通	电视屏	视频	E SEDAN	JV	None	T3		2020	2	4.60268
CTR	沃尔沃S90	沃尔沃	沃尔沃亚太	中大型车	电视	地方电视	南通电视台新闻综合频道	0.4	江苏	南通	电视屏	视频	E SEDAN	JV	None	T3		2020	2	3.57208
CTR	沃尔沃S90	沃尔沃	沃尔沃亚太	中大型车	电视	地方电视	上海电视台第一财经频道	0.4	上海	上海	电视屏	视频	E SEDAN	JV	None	T1		2020	2	31.2
CTR	讴歌CDX	讴歌	广汽讴歌	紧凑型SUV	电视	地方电视	佛山电视台顺德频道	0.4	广东	顺德	电视屏	视频	C SUV/CUV	JV	None	其他		2020	2	1.4412
CTR	讴歌TLX	讴歌	讴歌(进口)	中型车	电视	地方电视	呼和浩特电视台都市生活频道	0.4	内蒙古	呼和浩特	电视屏	视频	D SEDAN	BUX	None	T3		2020	2	0.072
CTR	捷豹XEL	捷豹	奇瑞捷豹路虎	中型车	电视	地方电视	安徽电视台科教频道	0.4	安徽	合肥	电视屏	视频	D SEDAN	JV	None	T3		2020	2	0.792
CTR	捷豹XEL	捷豹	奇瑞捷豹路虎	中型车	电台	电台	上海人民广播电台魅力流行音乐广播(FM103.7)	0.7	上海	上海	音频	非视频	D SEDAN	JV	None	T1		2020	2	2.751
CTR	捷豹XEL	捷豹	奇瑞捷豹路虎	中型车	电台	电台	太原人民广播电台交通广播(FM107)	0.7	山西	太原	音频	非视频	D SEDAN	JV	None	T3		2020	2	0.1575
CTR	讴歌RDX	讴歌	广汽讴歌	中型SUV	电视	地方电视	佛山电视台顺德频道	0.4	广东	顺德	电视屏	视频	D SUV/CUV	JV	None	其他		2020	2	0.7632
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电视	地方电视	太原1套(新闻频道)	0.4	山西	太原	电视屏	视频	C SUV/CUV	BUX	None	T3		2020	2	0.6486400000000001
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电视	地方电视	太原2套(经济生活频道)	0.4	山西	太原	电视屏	视频	C SUV/CUV	BUX	None	T3		2020	2	3.2842800000000003
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电视	地方电视	太原3套(法制频道)	0.4	山西	太原	电视屏	视频	C SUV/CUV	BUX	None	T3		2020	2	9.0028
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电视	地方电视	太原4套(影视频道)	0.4	山西	太原	电视屏	视频	C SUV/CUV	BUX	None	T3		2020	2	0.68848
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电台	电台	辽宁人民广播电台都市广播(FM92.1)	0.7	辽宁	沈阳	音频	非视频	C SUV/CUV	BUX	None	T2		2020	2	11.221
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电台	电台	北京人民广播电台交通广播(FM103.9)	0.7	北京	北京	音频	非视频	C SUV/CUV	BUX	None	T1		2020	2	3.451
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电台	电台	中央人民广播电台九套(文艺之声FM106.6)	0.7	全国	全国	音频	非视频	C SUV/CUV	BUX	None	T0		2020	2	12.0666
CTR	雷克萨斯UX	雷克萨斯	雷克萨斯	紧凑型SUV	电台	电台	中央人民广播电台中国交通广播(FM99.6)	0.7	全国	全国	音频	非视频	C SUV/CUV	BUX	None	T0		2020	2	25.012399999999996
CTR	e-tron Concept	奥迪	奥迪(进口)	紧凑型车	平面	杂志	中国国家地理	0.5	全国	全国	平面	非视频	D SUV/CUV	BUX	None	T0		2020	2	49.9
CTR	e-tron Concept	奥迪	奥迪(进口)	紧凑型车	平面	杂志	华夏地理	0.5	全国	全国	平面	非视频	D SUV/CUV	BUX	None	T0		2020	2	36.5475
